0.0,0.0,0.0
1.5520099115709e-08,0.5636244072297709,2.9031789838093584e-08
2.141296099976178e-08,0.7312764635635393,2.7013784775931662e-08
2.0513219132840184e-08,0.726195058392955,2.873269831230619e-08
1.6069446803372442e-08,0.5882753248823611,2.8764341339074235e-08
1.051928040980972e-08,0.3871489066586113,2.8163396395464403e-08
9.80913431230271e-09,0.20011703338203368,2.5856021993016167e-08
3.5896415438034557e-09,0.07486954673383768,2.4352064098648868e-08
6.4574494772471926e-09,0.013351173411695207,2.355664684658429e-08
1.0055466906092901e-08,-0.014939684573946165,2.21842681119562e-08
1.5378810520607596e-08,-0.04983978498914871,2.374110198216768e-08
3.123993781754291e-08,-0.12941172343865512,2.4720200664838142e-08
6.291789902026096e-08,-0.29566283518890707,3.341026485939726e-08
1.2236910467682203e-07,-0.6093605200109105,4.106301368253687e-08
2.2052993101343346e-07,-1.1448546919413047,4.077073452668614e-08
3.508600431786446e-07,-1.8279018566296357,5.2706064492479166e-08
3.5146709460339954e-07,-2.006401902447571,3.5839768059907816e-08
1.8309913883027182e-07,-1.221591811850077,-1.4379192262943167e-08
-2.1910678295792947e-09,-0.282808658031012,-3.1577397621906224e-08
-1.5681917969295163e-07,0.36389436269127245,-3.573607741930598e-08
